entity,formattype,todate,amazontotalreviews,minappleprice,amazontotalrevenue,accruedpreordersoldunits,amazonlumpedpreordersubscriptionrevenue,preordersalesrevenue,foundatamazon,barnesandnobleaccruedpreorderrevenue,amazonpreordersubscriptionunits,amazonlumpedpreordersalesrevenue,foundatbarnesandnoble,maxprice,lumpedpreordersubscriptionunits,applepreorderrevenue,amazontotalunits,totalrevenue,barnesandnobleaccruedpreorderunits,preorderunits,amazonsubscriptionrevenue,amazonlumpedpreorderrevenue,maxbarnesandnoblelistprice,maxlistprice,barnesandnoblesoldunits,maxapplelistprice,amazonaccruedpreordersubscriptionrevenue,accruedpreordersubscriptionunits,amazonkenpread,applesoldunits,minamazonlistprice,minprice,appleaccruedpreorderunits,preorderperiod,lumpedpreordersoldunits,accruedpreorderrevenue,maxamazonlistprice,amazonaccruedpreorderrevenue,barnesandnoblepreorderunits,amazonaccruedpreorderunits,minbarnesandnoblelistprice,appleaccruedpreorderrevenue,applelumpedpreorderunits,applesalesrevenue,preordersoldunits,lumpedpreordersalesrevenue,totalunits,maxamazonprice,amazonlumpedpreordersoldunits,amazonaveragerating,accruedpreorderunits,amazonsalesrevenue,barnesandnoblesalesrevenue,minlistprice,amazonaccruedpreordersalesrevenue,amazonlumpedpreorderunits,lumpedpreordersubscriptionrevenue,applelumpedpreorderrevenue,minamazonprice,subscriptionunits,amazonpreorderunits,amazonpreorderrevenue,amazonaccruedpreordersoldunits,amazonpreordersoldunits,salesrevenue,preordersubscriptionrevenue,lumpedpreorderunits,amazonaccruedpreordersubscriptionunits,applepreorderunits,subscriptionrevenue,soldunits,minapplelistprice,barnesandnoblepreorderrevenue,amazonsubscriptionunits,amazonlumpedpreordersubscriptionunits,aapreported,accruedpreordersubscriptionrevenue,foundatapple,barnesandnoblelumpedpreorderrevenue,barnesandnoblelumpedpreorderunits,minbarnesandnobleprice,accruedpreordersalesrevenue,maxbarnesandnobleprice,preorderrevenue,pubtrackreported,lumpedpreorderrevenue,amazonsoldunits,amazonpreordersubscriptionrevenue,preordersubscriptionunits,amazonpreordersalesrevenue,maxappleprice
Alone in the dark,ebook,2017-11-24,328.0,0,8388,0,0,0,1,0,0,0,1,799,0,0,12,8388,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,12,699,0,440.0,0,8388,0,0,0,0,0,0,699,0,0,0,0,0,8388,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,12,0,0,0,0
Alone in the dark,ebook,2017-11-25,328.0,0,6291,0,0,0,1,0,0,0,1,799,0,0,9,6291,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,9,699,0,440.0,0,6291,0,0,0,0,0,0,699,0,0,0,0,0,6291,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,9,0,0,0,0
Alone in the dark,ebook,2017-11-26,328.0,0,6291,0,0,0,1,0,0,0,1,799,0,0,9,6291,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,9,699,0,440.0,0,6291,0,0,0,0,0,0,699,0,0,0,0,0,6291,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,9,0,0,0,0
Alone in the dark,ebook,2017-11-27,328.0,0,8388,0,0,0,1,0,0,0,1,799,0,0,12,8388,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,12,699,0,440.0,0,8388,0,0,0,0,0,0,699,0,0,0,0,0,8388,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,12,0,0,0,0
Alone in the dark,ebook,2017-11-28,328.0,0,4893,0,0,0,1,0,0,0,1,799,0,0,7,4893,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,7,699,0,440.0,0,4893,0,0,0,0,0,0,699,0,0,0,0,0,4893,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,7,0,0,0,0
Alone in the dark,ebook,2017-11-29,328.0,0,826,0,0,0,1,0,0,0,1,826,0,0,1,826,0,0,0,0,0,799,0,0,0,0,0,0,0,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,1,826,0,440.0,0,826,0,0,0,0,0,0,699,0,0,0,0,0,826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,1,0,0,0,0
Alone in the dark,ebook,2017-11-30,328.0,0,4321,0,0,0,1,0,0,0,1,826,0,0,6,4321,0,0,0,0,0,799,0,0,0,0,0,0,0,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,6,826,0,440.0,0,4321,0,0,0,0,0,0,699,0,0,0,0,0,4321,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,6,0,0,0,0
Alone in the dark,ebook,2017-12-01,328.0,0,6291,0,0,0,1,0,0,0,1,799,0,0,9,6291,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,9,699,0,440.0,0,6291,0,0,0,0,0,0,699,0,0,0,0,0,6291,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,9,0,0,0,0
Alone in the dark,ebook,2017-12-02,328.0,0,4194,0,0,0,1,0,0,0,1,799,0,0,6,4194,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,6,699,0,440.0,0,4194,0,0,0,0,0,0,699,0,0,0,0,0,4194,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,6,0,0,0,0
Alone in the dark,ebook,2017-12-03,328.0,0,4893,0,0,0,1,0,0,0,1,799,0,0,7,4893,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,7,699,0,440.0,0,4893,0,0,0,0,0,0,699,0,0,0,0,0,4893,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,7,0,0,0,0
Alone in the dark,ebook,2017-12-04,328.0,0,10485,0,0,0,1,0,0,0,1,799,0,0,15,10485,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,15,699,0,440.0,0,10485,0,0,0,0,0,0,699,0,0,0,0,0,10485,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,15,0,0,0,0
Alone in the dark,ebook,2017-12-05,328.0,0,10485,0,0,0,1,0,0,0,1,799,0,0,15,10485,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,15,699,0,440.0,0,10485,0,0,0,0,0,0,699,0,0,0,0,0,10485,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,15,0,0,0,0
Alone in the dark,ebook,2017-12-06,328.0,0,8388,0,0,0,1,0,0,0,1,799,0,0,12,8388,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,12,699,0,440.0,0,8388,0,0,0,0,0,0,699,0,0,0,0,0,8388,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,12,0,0,0,0
Alone in the dark,ebook,2017-12-07,328.0,0,8388,0,0,0,1,0,0,0,1,799,0,0,12,8388,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,12,699,0,440.0,0,8388,0,0,0,0,0,0,699,0,0,0,0,0,8388,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,12,0,0,0,0
Alone in the dark,ebook,2017-12-08,328.0,0,9786,0,0,0,1,0,0,0,1,799,0,0,14,9786,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,14,699,0,440.0,0,9786,0,0,0,0,0,0,699,0,0,0,0,0,9786,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,14,0,0,0,0
Alone in the dark,ebook,2017-12-09,328.0,0,11184,0,0,0,1,0,0,0,1,799,0,0,16,11184,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,16,699,0,440.0,0,11184,0,0,0,0,0,0,699,0,0,0,0,0,11184,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,16,0,0,0,0
Alone in the dark,ebook,2017-12-10,328.0,0,10485,0,0,0,1,0,0,0,1,799,0,0,15,10485,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,15,699,0,440.0,0,10485,0,0,0,0,0,0,699,0,0,0,0,0,10485,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,15,0,0,0,0
Alone in the dark,ebook,2017-12-11,328.0,0,6990,0,0,0,1,0,0,0,1,799,0,0,10,6990,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,10,699,0,440.0,0,6990,0,0,0,0,0,0,699,0,0,0,0,0,6990,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,10,0,0,0,0
Alone in the dark,ebook,2017-12-12,328.0,0,2796,0,0,0,1,0,0,0,1,799,0,0,4,2796,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,4,699,0,440.0,0,2796,0,0,0,0,0,0,699,0,0,0,0,0,2796,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,4,0,0,0,0
Alone in the dark,ebook,2017-12-13,328.0,0,3495,0,0,0,1,0,0,0,1,799,0,0,5,3495,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,5,699,0,440.0,0,3495,0,0,0,0,0,0,699,0,0,0,0,0,3495,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,5,0,0,0,0
Alone in the dark,ebook,2017-12-14,328.0,0,3495,0,0,0,1,0,0,0,1,799,0,0,5,3495,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,5,699,0,440.0,0,3495,0,0,0,0,0,0,699,0,0,0,0,0,3495,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,5,0,0,0,0
Alone in the dark,ebook,2017-12-15,328.0,0,6990,0,0,0,1,0,0,0,1,799,0,0,10,6990,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,10,699,0,440.0,0,6990,0,0,0,0,0,0,699,0,0,0,0,0,6990,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,10,0,0,0,0
Alone in the dark,ebook,2017-12-16,328.0,0,11184,0,0,0,1,0,0,0,1,799,0,0,16,11184,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,16,699,0,440.0,0,11184,0,0,0,0,0,0,699,0,0,0,0,0,11184,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,16,0,0,0,0
Alone in the dark,ebook,2017-12-17,328.0,0,7689,0,0,0,1,0,0,0,1,799,0,0,11,7689,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,11,699,0,440.0,0,7689,0,0,0,0,0,0,699,0,0,0,0,0,7689,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,11,0,0,0,0
Alone in the dark,ebook,2017-12-18,328.0,0,5592,0,0,0,1,0,0,0,1,799,0,0,8,5592,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,8,699,0,440.0,0,5592,0,0,0,0,0,0,699,0,0,0,0,0,5592,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,8,0,0,0,0
Alone in the dark,ebook,2017-12-19,328.0,0,9087,0,0,0,1,0,0,0,1,799,0,0,13,9087,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,13,699,0,440.0,0,9087,0,0,0,0,0,0,699,0,0,0,0,0,9087,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,13,0,0,0,0
Alone in the dark,ebook,2017-12-20,328.0,0,9786,0,0,0,1,0,0,0,1,799,0,0,14,9786,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,14,699,0,440.0,0,9786,0,0,0,0,0,0,699,0,0,0,0,0,9786,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,14,0,0,0,0
Alone in the dark,ebook,2017-12-21,328.0,0,9087,0,0,0,1,0,0,0,1,799,0,0,13,9087,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,13,699,0,440.0,0,9087,0,0,0,0,0,0,699,0,0,0,0,0,9087,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,13,0,0,0,0
Alone in the dark,ebook,2017-12-22,328.0,0,11883,0,0,0,1,0,0,0,1,799,0,0,17,11883,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,17,699,0,440.0,0,11883,0,0,0,0,0,0,699,0,0,0,0,0,11883,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,17,0,0,0,0
Alone in the dark,ebook,2017-12-23,328.0,0,13281,0,0,0,1,0,0,0,1,799,0,0,19,13281,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,19,699,0,440.0,0,13281,0,0,0,0,0,0,699,0,0,0,0,0,13281,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,19,0,0,0,0
Alone in the dark,ebook,2017-12-24,328.0,0,11184,0,0,0,1,0,0,0,1,799,0,0,16,11184,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,16,699,0,440.0,0,11184,0,0,0,0,0,0,699,0,0,0,0,0,11184,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,16,0,0,0,0
Alone in the dark,ebook,2017-12-25,328.0,0,7689,0,0,0,1,0,0,0,1,799,0,0,11,7689,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,11,699,0,440.0,0,7689,0,0,0,0,0,0,699,0,0,0,0,0,7689,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,11,0,0,0,0
Alone in the dark,ebook,2017-12-26,328.0,0,6990,0,0,0,1,0,0,0,1,799,0,0,10,6990,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,10,699,0,440.0,0,6990,0,0,0,0,0,0,699,0,0,0,0,0,6990,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,10,0,0,0,0
Alone in the dark,ebook,2017-12-27,328.0,0,9786,0,0,0,1,0,0,0,1,799,0,0,14,9786,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,14,699,0,440.0,0,9786,0,0,0,0,0,0,699,0,0,0,0,0,9786,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,14,0,0,0,0
Alone in the dark,ebook,2017-12-28,328.0,0,9786,0,0,0,1,0,0,0,1,799,0,0,14,9786,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,14,699,0,440.0,0,9786,0,0,0,0,0,0,699,0,0,0,0,0,9786,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,14,0,0,0,0
Alone in the dark,ebook,2017-12-29,328.0,0,7506,0,0,0,1,0,0,0,1,828,0,0,10,7506,0,0,0,0,0,799,0,0,0,0,0,0,0,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,10,828,0,440.0,0,7506,0,0,0,0,0,0,699,0,0,0,0,0,7506,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,10,0,0,0,0
Alone in the dark,ebook,2017-12-30,328.0,0,4710,0,0,0,1,0,0,0,1,828,0,0,6,4710,0,0,0,0,0,799,0,0,0,0,0,0,0,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,6,828,0,440.0,0,4710,0,0,0,0,0,0,699,0,0,0,0,0,4710,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,6,0,0,0,0
Alone in the dark,ebook,2017-12-31,328.0,0,2097,0,0,0,1,0,0,0,1,799,0,0,3,2097,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,3,699,0,440.0,0,2097,0,0,0,0,0,0,699,0,0,0,0,0,2097,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,3,0,0,0,0
Alone in the dark,ebook,2018-01-01,328.0,0,3495,0,0,0,1,0,0,0,1,799,0,0,5,3495,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,5,699,0,440.0,0,3495,0,0,0,0,0,0,699,0,0,0,0,0,3495,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,5,0,0,0,0
Alone in the dark,ebook,2018-01-02,328.0,0,6990,0,0,0,1,0,0,0,1,799,0,0,10,6990,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,10,699,0,440.0,0,6990,0,0,0,0,0,0,699,0,0,0,0,0,6990,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,10,0,0,0,0
Alone in the dark,ebook,2018-01-03,328.0,0,6990,0,0,0,1,0,0,0,1,799,0,0,10,6990,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,10,699,0,440.0,0,6990,0,0,0,0,0,0,699,0,0,0,0,0,6990,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,10,0,0,0,0
Alone in the dark,ebook,2018-01-04,328.0,0,6990,0,0,0,1,0,0,0,1,799,0,0,10,6990,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,10,699,0,440.0,0,6990,0,0,0,0,0,0,699,0,0,0,0,0,6990,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,10,0,0,0,0
Alone in the dark,ebook,2018-01-05,328.0,0,8388,0,0,0,1,0,0,0,1,799,0,0,12,8388,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,12,699,0,440.0,0,8388,0,0,0,0,0,0,699,0,0,0,0,0,8388,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,12,0,0,0,0
Alone in the dark,ebook,2018-01-06,328.0,0,5592,0,0,0,1,0,0,0,1,799,0,0,8,5592,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,8,699,0,440.0,0,5592,0,0,0,0,0,0,699,0,0,0,0,0,5592,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,8,0,0,0,0
Alone in the dark,ebook,2018-01-07,328.0,0,4194,0,0,0,1,0,0,0,1,799,0,0,6,4194,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,6,699,0,440.0,0,4194,0,0,0,0,0,0,699,0,0,0,0,0,4194,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,6,0,0,0,0
Alone in the dark,ebook,2018-01-08,328.0,0,4893,0,0,0,1,0,0,0,1,799,0,0,7,4893,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,7,699,0,440.0,0,4893,0,0,0,0,0,0,699,0,0,0,0,0,4893,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,7,0,0,0,0
Alone in the dark,ebook,2018-01-09,328.0,0,12582,0,0,0,1,0,0,0,1,799,0,0,18,12582,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,18,699,0,440.0,0,12582,0,0,0,0,0,0,699,0,0,0,0,0,12582,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,18,0,0,0,0
Alone in the dark,ebook,2018-01-10,328.0,0,12582,0,0,0,1,0,0,0,1,799,0,0,18,12582,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,18,699,0,440.0,0,12582,0,0,0,0,0,0,699,0,0,0,0,0,12582,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,18,0,0,0,0
Alone in the dark,ebook,2018-01-11,328.0,0,6291,0,0,0,1,0,0,0,1,799,0,0,9,6291,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,9,699,0,440.0,0,6291,0,0,0,0,0,0,699,0,0,0,0,0,6291,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,9,0,0,0,0
Alone in the dark,ebook,2018-01-12,328.0,0,12582,0,0,0,1,0,0,0,1,799,0,0,18,12582,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,18,699,0,440.0,0,12582,0,0,0,0,0,0,699,0,0,0,0,0,12582,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,18,0,0,0,0
Alone in the dark,ebook,2018-01-13,328.0,0,13281,0,0,0,1,0,0,0,1,799,0,0,19,13281,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,19,699,0,440.0,0,13281,0,0,0,0,0,0,699,0,0,0,0,0,13281,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,19,0,0,0,0
Alone in the dark,ebook,2018-01-14,328.0,0,13980,0,0,0,1,0,0,0,1,799,0,0,20,13980,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,20,699,0,440.0,0,13980,0,0,0,0,0,0,699,0,0,0,0,0,13980,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,20,0,0,0,0
Alone in the dark,ebook,2018-01-15,328.0,0,11184,0,0,0,1,0,0,0,1,799,0,0,16,11184,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,16,699,0,440.0,0,11184,0,0,0,0,0,0,699,0,0,0,0,0,11184,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,16,0,0,0,0
Alone in the dark,ebook,2018-01-16,328.0,0,4893,0,0,0,1,0,0,0,1,799,0,0,7,4893,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,7,699,0,440.0,0,4893,0,0,0,0,0,0,699,0,0,0,0,0,4893,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,7,0,0,0,0
Alone in the dark,ebook,2018-01-17,328.0,0,6291,0,0,0,1,0,0,0,1,799,0,0,9,6291,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,9,699,0,440.0,0,6291,0,0,0,0,0,0,699,0,0,0,0,0,6291,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,9,0,0,0,0
Alone in the dark,ebook,2018-01-18,328.0,0,8388,0,0,0,1,0,0,0,1,799,0,0,12,8388,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,12,699,0,440.0,0,8388,0,0,0,0,0,0,699,0,0,0,0,0,8388,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,12,0,0,0,0
Alone in the dark,ebook,2018-01-19,328.0,0,9786,0,0,0,1,0,0,0,1,799,0,0,14,9786,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,14,699,0,440.0,0,9786,0,0,0,0,0,0,699,0,0,0,0,0,9786,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,14,0,0,0,0
Alone in the dark,ebook,2018-01-20,328.0,0,7689,0,0,0,1,0,0,0,1,799,0,0,11,7689,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,11,699,0,440.0,0,7689,0,0,0,0,0,0,699,0,0,0,0,0,7689,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,11,0,0,0,0
Alone in the dark,ebook,2018-01-21,328.0,0,7689,0,0,0,1,0,0,0,1,799,0,0,11,7689,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,11,699,0,440.0,0,7689,0,0,0,0,0,0,699,0,0,0,0,0,7689,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,11,0,0,0,0
Alone in the dark,ebook,2018-01-22,328.0,0,10485,0,0,0,1,0,0,0,1,799,0,0,15,10485,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,15,699,0,440.0,0,10485,0,0,0,0,0,0,699,0,0,0,0,0,10485,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,15,0,0,0,0
Alone in the dark,ebook,2018-01-23,328.0,0,8388,0,0,0,1,0,0,0,1,799,0,0,12,8388,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,12,699,0,440.0,0,8388,0,0,0,0,0,0,699,0,0,0,0,0,8388,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,12,0,0,0,0
Alone in the dark,ebook,2018-01-24,328.0,0,7689,0,0,0,1,0,0,0,1,799,0,0,11,7689,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,11,699,0,440.0,0,7689,0,0,0,0,0,0,699,0,0,0,0,0,7689,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,11,0,0,0,0
Alone in the dark,ebook,2018-01-25,328.0,0,9786,0,0,0,1,0,0,0,1,799,0,0,14,9786,0,0,0,0,0,799,0,0,0,0,0,0,799,699,0,0,0,0,799,0,0,0,0,0,0,0,0,0,14,699,0,440.0,0,9786,0,0,0,0,0,0,699,0,0,0,0,0,9786,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,799,0,799,0,1,0,14,0,0,0,0
